,actionPosX1,actionPosX2,actionPosY1,actionPosY2
730,242.0,263.0,265.32,364.32
731,416.0,475.0,36.32,282.32
732,147.0,158.0,150.32,247.32
733,251.0,379.0,105.32,242.32
734,508.0,398.0,205.32,127.32
735,480.0,435.0,192.32,86.32
736,516.0,566.0,191.32,323.32
737,565.0,566.0,34.32,161.32
738,949.0,1039.0,168.32,300.32
739,868.0,820.0,94.32,144.32
740,976.0,931.0,255.32,300.32
741,482.0,463.0,140.32,74.32
742,644.0,779.0,32.32,113.32
743,646.0,588.0,101.32,78.32
744,547.0,736.0,97.32,100.32
745,602.0,752.0,69.32,123.32
746,445.0,441.0,110.32,289.32
747,854.0,546.0,95.32,102.32
748,850.0,1109.0,301.32,329.32
749,696.0,756.0,203.32,343.32
750,732.0,583.0,86.32,83.32
751,650.0,899.0,165.32,469.32
